PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_FUNCTION;REQUIREMENTS_ATTRIBUTES_ASSETTYPE;REQUIREMENTS_ATTRIBUTES_IMPLEMENTATIONGROUPS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;3.3;Configure data access control lists based on a user's need to know. Apply data access control lists, also known as access permissions, to local and remote file systems, databases, and applications.;3. Data Protection;Protect;Data;IG1 | IG2 | IG3;MANUAL;Trail lz-org-trail bucket (lz-org-cloudtrail-logs-<LOG_ARCHIVE_ACCOUNT_ID>) is a cross-account bucket or out of Prowler's audit scope, please check it manually.;arn:aws:cloudtrail:ap-southeast-7:<MANAGEMENT_ACCOUNT_ID>:trail/lz-org-trail;lz-org-trail;cloudtrail_logs_s3_bucket_is_not_publicly_accessible;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;3.3;Configure data access control lists based on a user's need to know. Apply data access control lists, also known as access permissions, to local and remote file systems, databases, and applications.;3. Data Protection;Protect;Data;IG1 | IG2 | IG3;PASS;S3 Bucket range-cloudtrail-<SANDBOX_ACCOUNT_ID> from multiregion trail range-trail is not publicly accessible.;arn:aws:cloudtrail:ap-southeast-7:<SANDBOX_ACCOUNT_ID>:trail/range-trail;range-trail;cloudtrail_logs_s3_bucket_is_not_publicly_accessible;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;3.3;Configure data access control lists based on a user's need to know. Apply data access control lists, also known as access permissions, to local and remote file systems, databases, and applications.;3. Data Protection;Protect;Data;IG1 | IG2 | IG3;PASS;S3 Bucket stratus-red-team-ct-stop-bucket-arzkiholin from single region trail stratus-red-team-ct-stop-trail-arzkiholin is not publicly accessible.;arn:aws:cloudtrail:ap-southeast-7:<SANDBOX_ACCOUNT_ID>:trail/stratus-red-team-ct-stop-trail-arzkiholin;stratus-red-team-ct-stop-trail-arzkiholin;cloudtrail_logs_s3_bucket_is_not_publicly_accessible;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;8.2;Collect audit logs. Ensure that logging, per the enterprise's audit log management process, has been enabled across enterprise assets.;8. Audit Log Management;Detect;Data;IG1 | IG2 | IG3;PASS;Trail lz-org-trail is multiregion and it is logging.;arn:aws:cloudtrail:ap-southeast-7:<MANAGEMENT_ACCOUNT_ID>:trail/lz-org-trail;lz-org-trail;cloudtrail_multi_region_enabled;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;8.12;Collect service provider logs, where supported. Example implementations include collecting authentication and authorization events, data creation and disposal events, and user management events.;8. Audit Log Management;Detect;Data;IG3;PASS;Trail lz-org-trail is multiregion and it is logging.;arn:aws:cloudtrail:ap-southeast-7:<MANAGEMENT_ACCOUNT_ID>:trail/lz-org-trail;lz-org-trail;cloudtrail_multi_region_enabled;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;8.2;Collect audit logs. Ensure that logging, per the enterprise's audit log management process, has been enabled across enterprise assets.;8. Audit Log Management;Detect;Data;IG1 | IG2 | IG3;PASS;Trail lz-org-trail from home region ap-southeast-7 is multi-region, is logging and have management events enabled.;arn:aws:cloudtrail:ap-southeast-7:<MANAGEMENT_ACCOUNT_ID>:trail/lz-org-trail;lz-org-trail;cloudtrail_multi_region_enabled_logging_management_events;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;8.12;Collect service provider logs, where supported. Example implementations include collecting authentication and authorization events, data creation and disposal events, and user management events.;8. Audit Log Management;Detect;Data;IG3;PASS;Trail lz-org-trail from home region ap-southeast-7 is multi-region, is logging and have management events enabled.;arn:aws:cloudtrail:ap-southeast-7:<MANAGEMENT_ACCOUNT_ID>:trail/lz-org-trail;lz-org-trail;cloudtrail_multi_region_enabled_logging_management_events;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;3.14;Log sensitive data access, including modification and disposal.;3. Data Protection;Detect;Data;IG3;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:ap-southeast-7:<SANDBOX_ACCOUNT_ID>:trail;<SANDBOX_ACCOUNT_ID>;cloudtrail_s3_dataevents_read_enabled;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;8.5;Configure detailed audit logging for enterprise assets containing sensitive data. Include event source, date, username, timestamp, source addresses, destination addresses, and other useful elements that could assist in a forensic investigation.;8. Audit Log Management;Detect;Data;IG2 | IG3;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:ap-southeast-7:<SANDBOX_ACCOUNT_ID>:trail;<SANDBOX_ACCOUNT_ID>;cloudtrail_s3_dataevents_read_enabled;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;3.14;Log sensitive data access, including modification and disposal.;3. Data Protection;Detect;Data;IG3;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:ap-southeast-7:<SANDBOX_ACCOUNT_ID>:trail;<SANDBOX_ACCOUNT_ID>;cloudtrail_s3_dataevents_write_enabled;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;8.5;Configure detailed audit logging for enterprise assets containing sensitive data. Include event source, date, username, timestamp, source addresses, destination addresses, and other useful elements that could assist in a forensic investigation.;8. Audit Log Management;Detect;Data;IG2 | IG3;FAIL;No CloudTrail trails have a data event to record all S3 object-level API operations.;arn:aws:cloudtrail:ap-southeast-7:<SANDBOX_ACCOUNT_ID>:trail;<SANDBOX_ACCOUNT_ID>;cloudtrail_s3_dataevents_write_enabled;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;13.1;Centralize security event alerting across enterprise assets for log correlation and analysis. Best practice implementation requires the use of a SIEM, which includes vendor-defined event correlation alerts. A log analytics platform configured with security-relevant correlation alerts also satisfies this Safeguard.;13. Network Monitoring and Defense;Detect;Network;IG2 | IG3;PASS;CloudWatch metric alarm range-access-key-created has actions configured for the ALARM state.;arn:aws:cloudwatch:ap-southeast-7:<SANDBOX_ACCOUNT_ID>:alarm:range-access-key-created;range-access-key-created;cloudwatch_alarm_actions_alarm_state_configured;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;13.1;Centralize security event alerting across enterprise assets for log correlation and analysis. Best practice implementation requires the use of a SIEM, which includes vendor-defined event correlation alerts. A log analytics platform configured with security-relevant correlation alerts also satisfies this Safeguard.;13. Network Monitoring and Defense;Detect;Network;IG2 | IG3;PASS;CloudWatch metric alarm range-cloudtrail-tampering has actions configured for the ALARM state.;arn:aws:cloudwatch:ap-southeast-7:<SANDBOX_ACCOUNT_ID>:alarm:range-cloudtrail-tampering;range-cloudtrail-tampering;cloudwatch_alarm_actions_alarm_state_configured;False;CIS-Controls;CIS Controls v8.1
